,Age,Community_Building,Country,Gender,Marital_Status,Opinions_on_Censorship,Web_Ordering,Years_on_Internet,Major_Occupation
2773,25,3,107,1,1,3,2,1,Management
2774,45,0,41,1,1,0,1,2,Management
2775,5,1,74,0,5,0,1,0,Education
2776,22,0,92,1,0,2,1,4,Other
2777,13,3,16,0,5,1,2,0,Professional
2778,32,0,76,1,1,3,1,0,Education
2779,30,0,71,1,1,0,1,0,Other
2780,30,1,126,1,2,0,2,2,Professional
2781,45,3,16,0,0,0,2,1,Computer
2782,20,0,16,0,5,0,2,1,Computer
2783,35,0,33,1,1,2,2,0,Professional
2784,25,1,1,1,3,0,2,0,Computer
2785,37,0,36,0,1,0,1,2,Management
2786,16,1,62,1,5,0,1,0,Professional
2787,16,0,50,1,1,3,1,1,Education
2788,33,3,92,0,1,0,2,1,Computer
2789,44,3,7,1,0,0,1,2,Professional
2790,17,1,123,1,5,1,2,3,Professional
2791,76,3,74,1,1,2,2,0,Computer
2792,30,1,80,0,1,0,2,2,Computer
2793,12,0,9,0,5,0,1,0,Computer
2794,11,2,88,1,5,0,1,1,Education
2795,47,1,114,1,1,1,2,1,Management
2796,17,0,6,1,3,1,2,4,Other
2797,14,3,16,0,5,0,2,0,Professional
2798,13,3,41,0,5,0,2,0,Other
2799,47,3,92,1,1,0,2,0,Computer
2800,19,3,124,1,5,0,2,3,Computer
2801,20,1,119,1,0,0,2,2,Other
2802,32,3,16,1,1,2,2,4,Management
2803,17,3,92,1,5,0,2,0,Other
2804,11,0,89,0,5,0,2,0,Education
2805,33,3,114,1,1,1,2,1,Professional
2806,34,0,20,1,5,0,1,4,Professional
2807,8,3,76,1,5,1,2,0,Education
2808,19,0,63,1,1,1,1,1,Professional
2809,32,0,16,0,4,3,1,2,Professional
2810,20,3,40,1,1,3,1,1,Professional
2811,35,0,114,0,3,0,1,1,Professional
2812,38,0,41,1,0,3,1,2,Other
2813,57,3,80,1,5,1,2,4,Other
2814,12,3,1,0,5,0,2,1,Education
2815,41,0,122,0,6,0,2,4,Other
2816,16,1,26,0,5,3,1,0,Other
2817,13,1,6,1,5,0,2,1,Computer
2818,61,3,16,0,0,0,2,0,Other
2819,20,0,76,1,5,0,1,4,Other
2820,25,3,85,1,3,0,2,0,Professional
2821,30,1,76,1,1,0,2,0,Education
2822,11,0,123,0,5,1,1,0,Education
2823,17,1,113,1,0,0,1,1,Computer
2824,28,1,76,1,1,3,2,2,Other
2825,39,1,114,1,1,3,2,0,Professional
2826,33,1,78,1,1,3,2,0,Professional
2827,54,0,31,0,1,0,2,2,Other
2828,48,3,92,1,1,1,2,0,Education
2829,32,3,16,1,5,0,2,1,Computer
2830,11,1,98,1,5,2,2,0,Education
2831,36,1,16,1,3,2,2,3,Computer
2832,10,0,114,0,5,1,1,0,Education
2833,34,3,61,1,1,0,2,0,Education
2834,10,1,31,0,5,0,2,2,Education
2835,33,1,122,0,5,0,2,1,Computer
2836,14,0,80,0,1,2,1,1,Other
2837,67,3,55,1,1,0,2,4,Other
2838,23,0,33,1,1,1,1,4,Professional
2839,9,3,76,1,5,3,2,0,Education
2840,48,3,6,1,1,0,2,3,Computer
2841,9,0,118,0,5,0,1,4,Education
2842,23,3,118,1,1,0,2,0,Professional
2843,17,1,110,0,5,0,2,0,Professional
2844,12,0,16,1,5,0,1,1,Education
2845,18,3,34,1,1,2,2,0,Computer
2846,32,3,76,1,5,3,2,2,Management
2847,18,0,76,1,3,0,2,2,Professional
2848,29,1,61,1,1,2,2,3,Professional
2849,36,0,126,1,1,2,2,1,Management
2850,27,1,60,1,5,0,2,2,Other
2851,35,3,6,1,1,1,1,2,Professional
2852,29,3,118,1,1,0,2,1,Computer
2853,11,3,107,1,5,0,2,0,Education
2854,17,2,85,1,5,0,2,1,Computer
2855,20,1,114,1,1,0,2,0,Management
2856,12,3,34,0,3,3,1,0,Education
2857,27,3,41,1,1,1,2,1,Management
2858,61,0,1,1,1,0,1,2,Other
2859,9,0,61,1,5,0,2,0,Education
2860,10,1,9,1,5,1,2,0,Education
2861,27,1,9,1,1,3,1,0,Computer
2862,31,0,114,1,0,0,2,4,Other
2863,45,3,123,1,1,0,2,0,Professional
2864,52,0,61,0,0,0,2,4,Education
2865,11,3,126,0,5,3,1,1,Education
2866,20,1,74,1,1,3,2,2,Other
2867,76,3,76,1,5,0,1,2,Education
2868,28,1,31,0,2,1,2,2,Professional
2869,46,3,76,1,1,0,2,0,Other
2870,48,0,60,0,1,1,2,4,Other
2871,7,0,89,0,5,1,2,0,Education
2872,8,3,89,1,5,0,1,2,Other
2873,16,3,2,1,1,0,1,2,Other
2874,64,1,71,1,6,2,1,2,Other
2875,9,0,64,1,5,1,2,0,Education
2876,37,3,122,0,0,3,2,0,Computer
2877,12,1,52,1,5,0,1,0,Computer
2878,17,1,89,0,3,3,2,1,Professional
2879,9,3,63,1,5,0,2,0,Education
2880,48,0,73,1,0,0,2,4,Other
2881,42,3,125,1,5,1,2,2,Education
2882,33,1,33,1,1,0,2,2,Professional
2883,16,3,21,1,5,0,2,1,Computer
2884,12,3,62,1,5,1,2,1,Education
2885,41,3,56,1,1,3,1,0,Computer
2886,64,2,31,1,1,0,2,1,Other
2887,35,3,33,1,5,0,2,4,Professional
2888,28,3,114,1,1,0,2,1,Computer
2889,45,3,74,0,0,2,1,1,Other
2890,10,0,16,0,5,0,1,0,Education
2891,10,3,88,0,3,0,2,0,Education
2892,24,3,10,1,5,3,2,0,Management
2893,27,0,61,1,5,0,2,1,Professional
2894,12,1,60,0,5,0,1,0,Professional
2895,15,3,92,1,1,1,2,4,Management
2896,15,1,114,1,5,1,2,4,Education
2897,76,1,31,0,1,0,1,0,Education
2898,13,1,59,1,5,0,2,1,Professional
2899,42,3,80,1,0,1,2,1,Computer
2900,26,1,114,1,1,0,2,3,Management
2901,17,3,113,1,5,3,2,1,Professional
2902,15,1,41,0,5,1,2,0,Computer
2903,20,0,124,0,5,3,2,0,Education
2904,13,1,43,0,1,0,2,1,Computer
2905,18,0,16,1,5,0,1,1,Computer
2906,76,0,31,1,3,0,2,2,Professional
2907,34,3,55,1,1,0,2,4,Professional
2908,13,3,114,0,3,3,2,1,Professional
2909,61,1,123,1,1,1,2,0,Management
2910,22,3,6,0,0,1,2,4,Other
2911,10,0,64,0,5,0,1,1,Education
2912,23,3,41,1,5,1,2,0,Computer
2913,17,1,123,1,0,2,2,3,Computer
2914,26,3,16,0,5,0,2,0,Computer
2915,12,1,74,1,1,1,1,0,Other
2916,24,3,43,1,3,2,2,1,Computer
2917,20,1,20,1,5,0,2,0,Professional
2918,76,3,16,1,1,0,1,0,Other
2919,33,3,16,1,0,1,1,2,Management
2920,37,0,92,0,5,3,2,1,Computer
2921,12,3,9,0,5,3,1,4,Other
2922,22,3,2,1,1,1,2,1,Computer
2923,14,3,64,1,5,3,2,0,Education
2924,24,3,9,0,3,1,2,3,Computer
2925,37,1,85,1,1,0,2,4,Other
2926,20,3,56,1,1,3,2,2,Professional
2927,50,1,16,1,1,1,2,0,Professional
2928,48,1,16,1,0,0,2,1,Management
2929,39,1,92,0,5,0,1,4,Management
2930,20,0,118,0,5,1,1,0,Professional
2931,44,3,16,1,3,0,2,3,Computer
2932,22,3,56,0,5,3,2,0,Management
2933,29,1,76,1,2,0,2,3,Computer
2934,20,3,89,1,1,0,1,0,Computer
2935,40,0,33,1,0,0,1,4,Education
2936,10,1,61,1,5,1,2,1,Education
2937,6,3,56,0,5,0,1,2,Education
2938,32,1,110,1,1,0,2,0,Management
2939,24,3,33,1,1,0,2,2,Professional
2940,41,0,31,0,0,3,2,0,Professional
2941,46,1,74,0,3,0,1,4,Management
2942,12,3,126,1,5,2,2,0,Education
2943,12,3,33,1,5,0,2,1,Computer
2944,28,3,9,0,1,3,2,4,Professional
2945,8,1,118,1,5,1,1,4,Education
2946,24,0,33,1,5,3,2,2,Education
2947,19,1,33,1,1,0,2,0,Computer
2948,8,1,31,1,5,0,2,1,Education
2949,17,0,118,1,1,0,2,3,Education
2950,8,3,85,0,5,1,1,2,Education
2951,35,3,123,0,0,0,2,3,Computer
2952,16,3,34,1,5,0,2,1,Professional
2953,11,1,92,1,5,2,2,0,Education
2954,18,3,123,1,1,3,2,0,Computer
2955,26,3,114,1,5,2,1,3,Computer
2956,37,3,34,1,2,0,2,0,Computer
2957,18,3,93,0,5,3,1,0,Computer
2958,10,1,98,0,5,3,1,0,Education
2959,36,3,33,1,0,0,1,3,Computer
2960,12,1,32,1,3,2,2,0,Management
2961,11,3,124,1,5,0,2,3,Education
2962,12,3,69,1,5,0,2,0,Education
2963,28,0,95,1,1,3,1,0,Education
2964,43,1,21,1,1,0,2,3,Computer
2965,42,3,80,0,5,3,2,2,Other
2966,12,3,58,1,5,0,2,1,Education
2967,11,3,16,1,5,0,2,1,Computer
2968,29,0,85,1,1,0,2,0,Professional
2969,20,1,92,0,1,0,2,0,Professional
2970,38,3,16,0,0,1,2,1,Education
2971,16,3,105,1,5,0,2,1,Computer
2972,18,1,76,0,5,3,2,0,Management
2973,76,0,76,1,5,0,1,2,Professional
2974,22,3,16,1,5,3,2,1,Professional
2975,9,3,74,0,5,3,1,2,Education
2976,9,0,113,1,5,2,1,2,Education
2977,29,0,31,1,5,0,2,4,Other
2978,21,1,76,1,5,1,2,2,Management
2979,55,0,33,1,1,0,1,4,Other
2980,13,3,88,1,5,1,1,1,Education
2981,11,3,126,1,5,0,1,0,Computer
2982,14,3,76,0,5,1,2,2,Other
2983,12,1,16,1,5,0,2,1,Education
2984,15,0,76,1,5,0,1,0,Professional
2985,21,3,41,1,3,0,2,1,Professional
2986,39,1,16,1,0,3,2,2,Professional
2987,28,3,75,1,1,1,2,4,Other
2988,38,0,56,1,5,3,2,0,Computer
2989,18,1,114,1,5,0,2,2,Professional
2990,39,3,114,0,1,0,2,2,Other
2991,25,0,60,0,5,1,2,0,Professional
2992,54,0,33,1,1,3,2,2,Other
2993,38,1,80,0,4,0,1,2,Other
2994,23,3,76,0,5,0,2,2,Management
2995,54,1,16,1,1,0,1,0,Management
2996,10,3,85,1,5,2,2,0,Education
2997,36,3,73,0,1,3,2,0,Computer
2998,43,1,16,1,0,0,2,0,Professional
2999,16,0,59,0,5,3,2,1,Professional
3000,8,3,118,1,5,0,1,0,Education
3001,37,1,64,1,4,3,2,2,Computer
3002,34,1,7,0,1,0,1,2,Professional
3003,14,2,76,1,5,1,2,1,Computer
3004,26,1,80,1,0,0,2,4,Other
3005,16,0,76,0,3,0,2,0,Other
3006,76,3,119,0,2,0,1,4,Computer
3007,27,0,31,0,2,3,1,2,Other
3008,23,2,114,1,5,0,2,0,Management
3009,17,1,88,0,5,0,2,1,Education
3010,30,0,9,1,1,0,2,4,Management
3011,15,0,74,1,5,1,2,4,Computer
3012,13,0,43,0,5,1,2,1,Education
3013,49,1,80,1,1,1,2,1,Education
3014,8,0,89,1,5,0,2,2,Education
3015,28,0,76,1,0,0,2,0,Professional
3016,17,3,103,1,5,3,2,1,Management
3017,36,0,33,1,1,0,2,0,Professional
3018,8,1,62,0,3,0,1,0,Other
3019,10,3,76,1,5,3,1,2,Education
3020,8,0,41,0,5,0,2,0,Education
3021,41,3,76,1,1,1,1,2,Management
3022,12,3,69,1,4,1,1,2,Education
3023,27,0,33,0,1,1,1,4,Other
3024,35,1,31,0,0,0,2,2,Professional
3025,28,3,74,0,4,3,2,2,Other
3026,73,0,73,1,6,1,1,4,Other
3027,8,3,60,0,5,3,1,0,Education
3028,35,3,68,1,3,0,2,1,Computer
3029,12,1,113,0,5,3,2,1,Education
3030,15,1,41,1,5,1,2,3,Computer
3031,13,3,114,1,5,3,2,0,Education
3032,76,0,123,0,2,0,2,0,Professional
3033,27,3,1,0,1,1,1,4,Management
3034,35,3,16,1,5,1,1,0,Other
3035,29,3,88,1,1,0,2,0,Other
3036,15,1,9,0,1,3,2,0,Computer
3037,46,1,62,0,1,0,1,2,Other
3038,10,0,76,0,5,3,2,0,Education
3039,15,3,122,1,5,0,2,0,Professional
3040,38,3,114,1,1,0,2,1,Management
3041,41,2,59,0,1,0,1,0,Professional
3042,9,0,16,0,5,2,1,0,Education
3043,39,1,60,0,1,0,2,0,Other
3044,10,0,89,1,5,0,1,0,Education
3045,31,3,113,0,5,0,2,1,Management
3046,7,3,31,0,5,0,1,0,Education
3047,15,0,16,1,1,0,2,0,Other
3048,8,3,14,0,5,2,1,0,Education
3049,20,0,114,1,1,1,1,4,Other
3050,36,1,126,1,5,0,2,2,Other
3051,52,0,124,1,0,0,2,4,Management
3052,36,3,114,1,1,3,2,0,Other
3053,28,3,114,1,0,0,2,2,Professional
3054,58,3,16,1,0,0,2,2,Other
3055,76,3,59,0,1,0,1,0,Professional
3056,32,3,73,0,1,1,2,1,Computer
3057,33,3,20,1,1,3,1,1,Professional
3058,17,0,41,1,1,0,2,0,Computer
3059,16,0,123,1,5,1,2,3,Computer
3060,35,3,43,0,3,0,2,2,Management
3061,32,3,85,1,5,2,2,0,Professional
3062,20,0,76,1,5,0,2,1,Education
3063,17,3,31,0,3,2,2,0,Professional
3064,9,0,76,0,5,3,1,0,Education
3065,57,1,114,1,5,1,2,3,Professional
3066,17,1,41,1,3,1,2,1,Management
3067,10,1,16,1,5,1,1,0,Education
3068,32,1,76,0,5,3,1,0,Education
3069,53,1,16,1,0,0,1,2,Other
3070,7,0,92,0,5,0,1,0,Education
3071,15,0,80,1,5,0,1,1,Professional
3072,30,1,33,0,1,2,1,4,Management
3073,32,3,33,1,1,0,2,0,Professional
3074,42,0,2,1,1,0,2,0,Professional
3075,37,1,92,1,3,0,2,0,Professional
3076,28,3,9,0,0,0,1,4,Other
3077,35,3,6,1,1,0,2,1,Computer
3078,18,3,59,0,5,0,1,0,Professional
3079,27,0,31,1,5,0,2,2,Other
3080,33,1,16,0,3,1,2,0,Computer
3081,36,3,76,1,5,0,2,4,Professional
3082,32,1,9,1,1,0,2,1,Computer
3083,43,3,41,0,1,3,1,1,Computer
3084,35,3,31,0,1,0,2,0,Other
3085,42,3,85,0,1,3,2,1,Education
3086,36,0,76,0,3,3,1,2,Professional
3087,21,1,21,1,3,0,1,0,Professional
3088,35,3,16,1,1,0,2,0,Computer
3089,59,0,80,1,1,3,2,2,Computer
3090,11,0,9,1,5,3,2,0,Computer
3091,62,0,20,0,6,0,2,4,Other
3092,23,1,26,1,1,0,2,1,Other
3093,17,3,104,1,5,0,1,0,Computer
3094,22,0,114,0,5,0,2,0,Computer
3095,19,1,126,1,5,0,2,1,Other
3096,47,1,85,0,6,0,1,2,Computer
3097,26,0,16,0,3,2,2,2,Other
3098,25,3,21,1,1,3,2,0,Professional
3099,36,1,114,1,0,0,2,0,Education
3100,35,3,76,1,1,0,2,3,Professional
3101,32,1,62,1,1,0,2,1,Professional
3102,8,3,61,1,5,0,2,3,Education
3103,33,0,33,1,1,1,2,0,Computer
3104,31,0,123,0,5,0,1,4,Professional
3105,36,0,21,0,1,0,2,0,Education
3106,8,0,33,1,5,3,2,2,Education
3107,35,3,31,1,1,0,2,2,Professional
3108,20,3,61,1,1,0,2,3,Computer
3109,22,3,118,1,3,1,2,1,Computer
3110,16,1,92,0,5,1,1,2,Professional
3111,38,0,92,0,1,2,1,2,Professional
3112,29,0,76,0,0,3,2,4,Professional
3113,11,1,80,0,5,3,1,0,Education
3114,16,3,80,0,3,0,2,2,Professional
3115,36,0,16,0,5,0,2,2,Computer
3116,11,3,76,1,5,0,2,1,Computer
3117,39,1,10,1,0,1,1,0,Management
3118,14,1,113,1,5,0,2,1,Education
3119,52,1,16,1,1,0,2,3,Education
3120,28,3,118,1,0,0,2,0,Computer
3121,16,0,41,1,5,0,1,2,Management
3122,64,3,31,1,6,0,1,4,Other
3123,27,3,76,0,1,0,2,0,Management
3124,63,0,60,1,0,0,2,2,Other
3125,10,3,92,1,5,0,2,2,Education
3126,27,3,123,0,3,0,2,1,Computer
3127,22,1,9,1,1,0,2,3,Professional
3128,21,1,9,1,1,1,1,1,Computer
3129,57,0,76,0,6,0,2,4,Professional
3130,20,3,31,1,1,0,2,2,Other
3131,17,1,16,0,5,1,2,0,Professional
3132,23,3,43,1,1,2,2,0,Management
3133,37,0,14,1,1,0,1,4,Management
3134,13,3,61,1,1,3,2,1,Computer
3135,25,3,118,0,3,2,1,0,Other
3136,60,3,61,0,1,1,2,0,Education
3137,14,3,123,0,1,0,2,0,Management
3138,33,0,31,0,1,1,2,1,Education
3139,53,3,80,1,1,0,1,0,Other
3140,17,3,16,0,5,1,2,1,Computer
3141,11,3,126,0,5,1,1,1,Computer
3142,16,3,85,0,1,0,2,0,Other
3143,32,3,31,1,3,0,2,2,Other
3144,18,3,16,1,1,0,2,2,Professional
3145,20,3,60,0,1,3,1,2,Other
3146,22,0,114,1,0,1,2,1,Professional
3147,20,1,60,1,1,0,2,1,Computer
3148,9,3,40,1,5,2,1,1,Management
3149,17,3,61,1,5,0,2,4,Professional
3150,14,1,88,1,5,2,2,3,Computer
3151,54,0,16,1,5,2,1,2,Education
3152,23,3,123,1,3,0,2,0,Management
3153,43,3,74,0,3,0,2,0,Computer
3154,7,3,16,0,5,0,1,1,Education
3155,41,3,6,1,5,1,2,0,Computer
3156,13,0,42,0,5,0,2,2,Management
3157,41,0,105,1,5,0,2,4,Professional
3158,29,0,7,1,3,3,1,2,Other
3159,22,3,114,1,1,0,2,1,Management
3160,45,3,9,1,1,0,2,2,Management
3161,27,3,122,1,5,0,2,3,Computer
3162,25,1,105,1,1,3,2,0,Computer
3163,76,0,16,0,0,0,1,1,Computer
3164,76,3,76,0,1,0,2,4,Other
3165,23,0,123,1,3,0,2,3,Professional
3166,54,0,16,1,1,0,2,0,Professional
3167,27,1,118,1,1,0,2,2,Management
3168,38,3,33,0,1,3,2,0,Other
3169,32,3,3,0,0,2,2,2,Other
3170,34,3,59,1,5,1,2,1,Professional
3171,7,0,31,0,5,0,0,4,Education
3172,19,0,85,0,1,0,2,2,Other
3173,17,3,95,1,5,0,1,0,Education
3174,34,0,114,1,1,0,2,0,Professional
3175,25,1,126,0,0,0,1,0,Education
3176,15,1,33,1,1,2,1,0,Computer
3177,29,0,76,0,1,1,2,0,Professional
3178,37,0,80,1,1,0,2,0,Management
3179,8,3,58,1,5,0,1,1,Computer
3180,36,3,88,0,0,0,2,4,Other
3181,32,3,122,1,1,0,2,3,Computer
3182,17,1,74,1,1,1,2,0,Professional
3183,14,3,6,1,3,0,2,3,Computer
3184,20,3,34,1,5,0,2,0,Education
3185,37,1,34,1,5,1,2,0,Education
3186,23,1,104,1,1,3,1,2,Management
3187,32,3,85,0,6,3,2,0,Education
3188,9,0,16,0,3,0,1,2,Computer
3189,11,3,123,1,5,0,2,0,Education
3190,13,0,76,1,5,0,1,0,Professional
3191,28,3,33,1,5,0,2,1,Computer
3192,16,1,59,0,3,2,2,0,Computer
3193,14,0,64,0,1,1,1,0,Education
3194,30,0,76,0,0,2,1,2,Computer
3195,19,3,34,1,3,2,1,0,Professional
3196,35,3,76,0,0,1,2,2,Professional
3197,33,0,123,0,1,1,2,0,Computer
3198,17,3,123,1,1,0,2,1,Professional
3199,19,3,51,0,1,0,1,2,Professional
3200,44,1,92,1,1,0,2,2,Management
3201,46,3,2,0,1,0,2,0,Other
3202,41,3,60,1,5,0,2,2,Management
3203,27,1,9,1,1,3,2,4,Management
3204,11,2,77,1,5,3,1,2,Professional
3205,45,3,16,1,1,3,2,4,Professional
3206,14,3,20,1,5,0,2,0,Computer
3207,9,0,126,1,5,2,1,4,Education
3208,41,0,20,0,1,1,2,2,Other
3209,41,0,51,1,5,1,2,4,Other
3210,19,3,33,0,5,1,2,3,Computer
3211,8,0,88,1,5,2,1,4,Education
3212,38,0,16,1,5,0,2,4,Computer
3213,32,0,85,0,1,0,2,2,Other
3214,51,0,33,1,0,0,2,4,Other
3215,15,0,95,0,1,3,2,0,Management
3216,4,3,20,1,5,0,2,2,Education
3217,7,1,85,1,5,1,1,0,Education
3218,17,3,92,0,3,1,2,0,Other
3219,12,1,25,0,1,0,2,0,Other
3220,24,0,16,0,1,1,1,1,Professional
3221,58,0,89,1,1,0,1,2,Other
3222,28,3,111,1,5,0,1,2,Computer
3223,25,3,6,1,3,2,1,4,Professional
3224,23,3,90,0,5,1,1,0,Computer
3225,17,1,114,1,1,0,2,3,Professional
3226,18,3,3,0,3,0,2,0,Education
3227,29,3,76,0,5,1,2,1,Professional
3228,15,0,59,1,5,0,2,1,Computer
3229,52,3,76,1,5,0,2,2,Other
3230,15,3,41,1,5,0,1,0,Education
3231,36,3,16,1,3,0,2,3,Professional
3232,57,3,45,0,0,0,1,4,Other
3233,30,3,92,1,1,0,2,1,Education
3234,22,0,69,1,2,0,2,1,Professional
3235,55,1,63,1,1,3,2,0,Computer
3236,23,3,76,1,1,0,2,0,Other
3237,13,2,31,1,5,0,2,2,Other
3238,41,0,122,1,1,0,2,1,Management
3239,13,1,16,0,0,0,1,4,Computer
3240,22,1,92,1,1,1,2,3,Computer
3241,20,3,126,1,5,0,1,2,Other
3242,23,1,110,1,1,0,2,3,Computer
3243,26,3,33,1,1,1,2,1,Professional
3244,29,3,56,1,1,2,2,0,Computer
3245,24,0,74,1,5,1,1,0,Computer
3246,27,1,115,1,1,0,1,4,Management
3247,12,3,61,1,5,3,1,0,Education
3248,32,0,59,1,1,0,2,0,Computer
3249,10,0,61,0,4,3,1,4,Other
3250,48,3,68,1,1,2,1,4,Professional
3251,18,0,7,1,1,0,1,4,Management
3252,22,1,1,1,3,2,1,1,Computer
3253,37,0,114,0,1,3,2,1,Other
3254,44,3,61,1,1,0,2,1,Education
3255,14,0,88,0,5,0,0,0,Education
3256,20,1,55,1,1,3,2,0,Professional
3257,13,0,122,0,3,1,1,1,Education
3258,30,3,85,1,3,0,2,0,Professional
3259,33,3,122,1,1,0,2,3,Computer
3260,8,3,16,1,5,3,2,0,Other
3261,12,3,9,1,5,1,2,0,Computer
3262,15,3,74,1,2,1,2,3,Professional
3263,39,3,84,1,1,0,2,0,Computer
3264,28,1,76,0,1,0,2,3,Professional
3265,33,0,126,1,0,3,2,0,Professional
3266,13,1,113,1,3,0,1,1,Education
3267,20,3,114,1,3,0,2,3,Computer
3268,13,1,31,1,1,0,2,4,Computer
3269,30,3,80,1,1,0,2,0,Computer
3270,22,3,99,0,5,1,1,0,Other
3271,13,1,80,1,5,0,2,1,Education
3272,43,3,114,1,6,0,2,2,Other
3273,52,1,114,1,1,2,2,2,Other
3274,32,3,76,1,5,0,2,0,Professional
3275,66,0,33,1,1,3,1,4,Other
3276,35,3,88,0,1,3,1,0,Education
3277,23,3,122,1,1,3,2,1,Education
3278,26,3,60,1,5,1,2,0,Management
3279,33,3,16,1,0,0,2,1,Professional
3280,8,3,126,0,5,3,1,4,Education
3281,44,1,31,1,0,2,2,0,Education
3282,15,3,31,1,1,0,1,4,Professional
3283,45,3,123,0,3,3,2,3,Computer
3284,10,3,9,1,5,0,1,0,Education
3285,19,3,77,0,3,3,2,1,Computer
3286,76,1,74,1,5,0,1,3,Computer
3287,47,0,20,0,5,2,1,4,Computer
3288,11,3,76,1,1,0,1,2,Professional
3289,19,3,118,1,5,3,1,3,Computer
3290,43,0,86,1,5,1,2,4,Other
3291,8,3,92,1,5,0,2,0,Education
3292,47,1,6,1,1,1,2,1,Other
3293,24,3,43,0,1,0,1,0,Other
3294,26,0,1,1,1,0,2,1,Management
3295,44,3,92,1,0,1,2,2,Computer
3296,43,3,6,0,1,3,1,1,Other
3297,15,3,74,1,5,1,2,0,Computer
3298,16,1,6,1,3,3,1,3,Management
3299,35,1,88,1,1,1,2,0,Professional
3300,37,3,56,0,0,1,1,4,Professional
3301,41,1,80,1,0,0,2,1,Education
3302,13,0,16,0,5,1,1,0,Other
3303,61,0,6,1,0,0,2,0,Professional
3304,27,1,85,1,1,0,2,0,Professional
3305,34,1,40,0,1,0,2,0,Education
3306,29,1,111,1,1,1,2,3,Computer
3307,43,0,76,1,1,0,2,4,Other
3308,31,3,93,0,1,1,2,2,Professional
3309,76,0,123,1,0,0,2,0,Computer
3310,37,2,51,0,6,2,1,4,Professional
3311,45,3,85,0,1,0,2,4,Computer
3312,45,3,31,1,1,0,2,0,Other
3313,28,0,33,1,1,0,2,4,Computer
3314,21,3,80,1,2,0,2,3,Other
3315,24,0,31,1,3,3,2,4,Other
3316,18,3,16,1,1,0,2,1,Computer
3317,36,3,76,1,1,0,2,4,Computer
3318,14,1,92,1,5,0,2,1,Computer
3319,17,3,114,0,1,1,1,2,Other
3320,23,3,64,1,1,0,2,0,Professional
3321,44,3,16,1,1,3,2,3,Professional
3322,13,1,73,1,3,0,1,0,Other
3323,26,0,33,1,1,1,2,0,Education
3324,8,3,62,1,5,0,1,1,Education
3325,37,1,86,0,1,0,2,0,Other
3326,19,3,16,1,5,0,2,4,Other
3327,22,3,85,1,0,0,2,0,Professional
3328,76,0,123,0,3,0,1,4,Professional
3329,46,3,41,1,1,0,2,1,Computer
3330,31,1,16,1,1,2,1,2,Professional
3331,49,3,113,1,5,2,1,0,Education
3332,17,3,71,1,3,0,2,3,Computer
3333,29,3,88,1,4,1,1,0,Computer
3334,26,0,74,0,3,3,2,2,Other
3335,11,3,88,1,5,0,2,0,Education
3336,57,0,75,1,1,0,2,4,Other
3337,30,1,118,0,1,0,2,0,Education
3338,25,1,16,0,5,3,2,0,Management
3339,33,3,41,1,0,1,2,2,Other
3340,29,3,45,1,1,0,2,0,Professional
3341,33,0,105,1,0,0,2,0,Other
3342,22,3,41,1,1,3,2,0,Computer
3343,30,3,114,1,1,3,2,0,Professional
3344,22,3,52,0,3,0,2,0,Professional
3345,12,3,123,1,5,0,2,1,Other
3346,30,0,76,0,1,0,1,4,Computer
3347,59,1,98,1,1,0,2,0,Other
3348,18,1,71,0,5,0,1,0,Professional
3349,14,3,110,1,5,3,2,0,Education
3350,31,3,55,1,5,0,2,4,Management
3351,26,3,114,1,5,3,1,2,Management
3352,76,3,31,1,1,0,2,2,Other
3353,16,3,123,0,3,0,2,3,Management
3354,37,0,64,1,1,0,2,2,Computer
3355,17,3,60,1,1,1,2,3,Computer
3356,40,3,76,0,0,0,2,0,Professional
3357,36,1,88,0,1,2,2,0,Professional
3358,34,1,126,1,1,3,2,0,Management
3359,29,3,68,1,0,0,2,2,Education
3360,21,1,76,1,1,2,1,2,Other
3361,47,0,77,0,1,2,1,0,Professional
3362,23,1,68,0,5,1,1,1,Computer
3363,32,3,16,1,1,0,2,1,Professional
3364,9,0,16,0,5,1,1,4,Education
3365,14,3,33,1,5,0,2,1,Computer
3366,34,0,85,1,0,3,2,0,Other
3367,7,1,7,0,5,3,2,0,Education
3368,12,3,114,1,5,0,2,0,Education
3369,35,1,114,1,1,3,2,0,Computer
3370,33,3,40,1,5,0,2,0,Education
3371,47,3,114,0,1,0,2,0,Management
3372,25,3,119,1,1,3,2,0,Computer
3373,21,3,33,1,1,0,2,3,Computer
3374,17,0,92,1,2,2,1,3,Computer
3375,21,3,16,1,1,0,2,3,Computer
3376,21,3,33,1,1,3,2,1,Computer
3377,32,0,33,1,0,3,2,0,Management
3378,11,0,33,0,5,1,2,0,Education
3379,41,3,104,1,1,3,2,0,Professional
3380,47,1,16,1,1,0,1,4,Professional
3381,15,3,31,0,0,3,2,0,Education
3382,8,3,88,1,5,1,2,0,Education
3383,17,3,118,1,3,3,2,3,Computer
3384,18,0,99,1,0,2,2,4,Other
3385,18,0,80,1,1,3,2,0,Computer
3386,36,0,1,0,0,3,1,4,Management
3387,10,2,14,1,5,0,2,1,Computer
3388,12,3,76,1,5,0,2,2,Education
3389,19,3,76,0,5,1,2,1,Professional
3390,15,3,85,1,5,0,2,1,Computer
3391,25,1,31,0,0,0,1,4,Computer
3392,22,1,74,1,3,0,2,0,Education
