,Age,Country,Actual_Time,Primary_Computing_Platform,Marital_Status,Primary_Place_of_WWW_Access,Who_Pays_for_Access_Parents,Willingness_to_Pay_Fees,Household_Income,Who_Pays_for_Access_School,Education_Attainment
1202,11,126,13,10,5,4,0,4,8,1,Some_College
1203,20,80,43,10,1,8,0,3,3,0,High_School
1204,14,45,34,4,5,5,0,4,1,0,Some_College
1205,29,33,10,10,1,2,0,0,5,0,College
1206,25,92,34,10,1,5,0,4,7,0,Professional
1207,25,118,34,10,5,5,0,4,7,0,College
1208,43,88,34,10,0,8,0,0,2,0,College
1209,5,31,24,0,5,2,1,0,3,0,Other
1210,15,88,34,10,1,5,0,4,6,0,College
1211,19,14,20,10,1,2,0,4,5,0,Some_College
1212,25,62,34,3,3,5,0,4,5,0,Special
1213,39,43,34,0,5,2,0,0,3,0,Other
1214,31,123,33,0,1,2,0,0,4,0,College
1215,27,33,27,10,0,2,0,4,1,0,Masters
1216,32,123,45,3,1,5,0,1,7,0,Masters
1217,20,74,16,8,1,5,0,1,6,0,College
1218,19,74,21,3,5,5,0,4,4,0,Some_College
1219,8,33,13,4,5,5,0,4,8,1,Some_College
1220,21,62,6,3,3,5,0,6,1,0,Some_College
1221,13,60,45,10,5,8,0,2,1,0,College
1222,42,60,34,10,1,4,0,4,4,0,Masters
1223,14,16,34,3,5,5,0,4,2,0,College
1224,21,33,45,10,1,4,0,4,5,0,College
1225,54,74,19,0,0,2,0,4,4,0,College
1226,42,61,27,10,1,5,0,7,3,0,Masters
1227,32,21,36,10,0,4,0,0,7,0,Professional
1228,23,59,34,10,1,2,0,0,2,0,High_School
1229,41,61,26,10,1,4,0,3,6,0,Masters
1230,18,42,13,10,5,7,0,6,6,1,College
1231,65,114,34,10,1,2,0,4,6,0,Some_College
1232,25,31,12,3,5,5,0,0,3,0,Doctoral
1233,19,33,42,0,5,2,0,4,6,0,High_School
1234,26,26,30,11,1,5,0,7,5,0,College
1235,5,76,24,11,5,2,1,4,6,0,Grammar
1236,34,31,34,0,1,2,0,4,4,0,College
1237,16,65,13,10,5,4,0,4,1,1,College
1238,17,43,42,10,0,2,0,2,1,0,High_School
1239,14,33,37,10,1,5,0,4,2,1,Masters
1240,23,85,20,10,1,2,0,0,2,0,High_School
1241,13,98,37,10,5,5,0,4,0,0,Some_College
1242,76,126,39,0,1,2,0,0,6,0,Some_College
1243,34,123,34,8,1,5,0,4,5,0,College
1244,15,76,34,10,3,4,0,4,4,0,College
1245,41,86,42,10,1,2,0,4,3,0,College
1246,41,88,40,10,1,2,0,0,5,0,Some_College
1247,36,41,20,0,1,2,0,4,6,0,Some_College
1248,19,62,1,0,5,2,0,0,1,0,Some_College
1249,31,61,10,0,5,2,0,0,2,0,Special
1250,48,85,20,0,1,2,0,0,3,0,Masters
1251,34,113,34,10,1,2,0,0,4,0,Some_College
1252,57,6,39,10,1,2,0,4,7,0,College
1253,20,123,34,10,1,5,0,0,4,0,Some_College
1254,47,21,12,3,1,4,0,4,7,0,Doctoral
1255,8,33,24,10,5,4,1,4,6,1,High_School
1256,41,76,23,0,1,2,0,0,3,0,Masters
1257,7,59,24,10,5,4,1,6,5,1,High_School
1258,33,61,34,0,1,2,0,0,2,0,High_School
1259,14,122,34,3,5,4,0,4,5,0,Special
1260,6,105,13,10,5,2,1,1,6,0,High_School
1261,11,76,13,0,5,4,0,0,3,0,Some_College
1262,36,86,42,0,3,2,0,0,8,0,High_School
1263,37,40,41,10,1,4,0,0,4,0,Some_College
1264,33,74,23,0,0,2,0,0,4,0,Masters
1265,9,33,13,10,5,7,0,4,0,1,High_School
1266,24,9,42,10,1,2,0,4,1,0,High_School
1267,12,16,34,0,1,2,0,1,1,0,Some_College
1268,41,31,4,0,5,2,0,0,6,0,Masters
1269,9,57,34,10,5,2,0,2,8,0,Some_College
1270,19,31,34,10,0,2,0,0,2,0,College
1271,24,76,43,0,1,4,0,0,3,0,High_School
1272,32,74,17,5,1,5,0,4,7,0,High_School
1273,16,65,13,10,5,4,0,0,0,0,Some_College
1274,30,14,22,11,1,4,0,0,7,0,College
1275,43,80,1,0,5,2,0,0,1,0,Some_College
1276,36,61,14,10,1,5,0,3,4,0,Masters
1277,17,52,34,11,5,8,0,1,6,0,Some_College
1278,43,92,5,10,1,4,0,4,7,0,Professional
1279,20,61,12,4,1,5,0,4,7,0,Doctoral
1280,55,76,39,10,3,2,0,0,7,0,Masters
1281,46,114,7,5,5,8,0,6,5,0,College
1282,11,60,13,10,5,5,1,4,4,1,Some_College
1283,18,114,34,10,1,8,0,0,2,0,High_School
1284,43,86,45,0,0,2,0,0,6,0,Some_College
1285,35,31,19,10,1,2,0,4,4,0,Masters
1286,12,123,30,4,5,5,0,4,1,0,College
1287,30,92,34,0,0,2,0,0,2,0,College
1288,8,85,13,10,5,5,0,0,6,1,High_School
1289,62,20,39,0,0,2,0,0,0,0,College
1290,18,16,13,0,1,4,0,2,5,0,Some_College
1291,6,98,24,10,5,4,0,0,8,0,Grammar
1292,31,62,20,0,1,2,0,0,2,0,High_School
1293,13,9,34,10,5,5,0,4,0,0,College
1294,18,34,34,4,3,8,0,1,2,0,College
1295,39,31,34,0,1,2,0,0,6,0,High_School
1296,27,16,34,0,5,2,0,0,1,0,Some_College
1297,14,58,13,10,5,4,0,4,0,1,Some_College
1298,19,85,41,10,1,4,0,0,1,0,College
1299,23,41,37,7,5,4,0,1,6,0,Some_College
1300,39,52,43,11,1,5,0,3,2,0,Some_College
1301,30,122,34,4,1,4,0,4,7,0,College
1302,41,113,28,0,1,4,0,4,7,0,Some_College
1303,32,60,37,10,5,2,0,4,4,0,College
1304,5,9,24,10,5,4,1,1,5,0,High_School
1305,47,33,24,10,1,4,0,1,4,0,Masters
1306,52,16,34,3,0,2,0,5,0,0,College
1307,26,33,30,4,0,5,0,4,2,0,Some_College
1308,28,33,17,10,5,4,0,0,3,0,Some_College
1309,15,124,1,10,3,5,0,4,6,0,Some_College
1310,32,41,6,0,1,4,0,0,3,0,College
1311,36,41,27,10,1,4,0,4,7,0,Masters
1312,40,41,1,0,1,2,0,0,0,0,College
1313,8,111,24,10,5,2,0,1,3,0,High_School
1314,24,65,10,10,1,5,0,4,0,0,Special
1315,57,31,39,0,1,2,0,0,6,0,Some_College
1316,19,41,17,11,5,8,0,4,6,0,Masters
1317,24,33,30,10,1,5,0,4,3,0,High_School
1318,20,88,14,11,1,2,0,4,7,0,Masters
1319,71,16,27,3,1,2,0,0,2,0,Some_College
1320,22,122,43,0,1,2,0,4,3,0,College
1321,38,76,34,10,1,2,0,4,4,0,College
1322,21,60,42,10,1,2,0,0,7,0,High_School
1323,19,76,34,11,5,5,0,4,3,0,Masters
1324,34,6,29,0,1,2,0,0,1,0,College
1325,18,74,1,10,1,4,0,0,6,0,Masters
1326,29,92,43,10,5,2,0,0,2,0,Some_College
1327,39,76,16,0,5,2,0,4,2,0,College
1328,22,60,34,4,1,5,0,4,5,0,Some_College
1329,26,55,23,0,1,5,0,0,4,1,Masters
1330,17,123,34,3,1,2,0,4,3,0,Some_College
1331,31,33,5,2,0,8,0,4,4,0,Professional
1332,17,31,34,3,1,4,0,5,2,0,High_School
1333,35,16,34,10,1,4,0,3,4,0,College
1334,23,60,37,10,1,5,0,4,4,0,College
1335,17,64,34,10,1,2,0,4,4,0,College
1336,11,26,37,10,3,5,0,1,2,0,Some_College
1337,57,76,34,0,5,2,0,3,1,0,Masters
1338,5,88,24,11,5,4,0,4,6,1,Grammar
1339,9,16,13,3,5,4,0,4,6,1,Some_College
1340,8,76,13,10,5,4,0,4,6,0,Some_College
1341,17,69,31,3,3,2,0,4,1,0,College
1342,7,74,13,10,5,5,1,4,8,1,High_School
1343,43,52,41,10,6,4,0,0,4,0,Masters
1344,16,69,30,11,1,8,0,4,1,0,Some_College
1345,18,99,34,0,3,2,0,0,2,0,High_School
1346,9,92,13,2,5,6,1,4,3,1,Some_College
1347,12,80,34,10,3,5,0,1,4,0,Some_College
1348,37,1,34,10,1,2,0,0,6,0,Masters
1349,13,76,2,10,5,8,0,1,1,0,College
1350,8,114,13,10,5,2,0,0,8,0,High_School
1351,24,123,34,8,5,5,0,1,3,0,Masters
1352,76,124,27,1,2,4,0,4,6,0,Masters
1353,26,33,34,10,6,2,0,4,6,0,Some_College
1354,17,74,17,11,5,8,0,2,3,0,Masters
1355,76,16,23,3,1,8,0,0,3,0,Masters
1356,9,69,13,10,5,7,0,4,6,1,High_School
1357,27,61,33,0,0,2,0,0,1,0,Special
1358,18,85,19,0,1,2,0,4,6,0,College
1359,41,21,34,10,1,4,0,3,5,0,College
1360,12,126,13,10,5,7,0,1,8,1,Some_College
1361,24,88,34,10,1,4,0,0,6,0,Some_College
1362,38,123,30,10,1,5,0,4,5,0,College
1363,22,76,37,3,1,5,0,4,7,0,Masters
1364,33,123,34,0,5,2,0,0,3,0,Some_College
1365,19,41,33,10,1,4,0,4,3,0,College
1366,57,16,39,0,0,2,0,0,2,0,Some_College
1367,9,118,13,10,5,5,0,4,6,1,Grammar
1368,19,74,1,10,1,4,0,0,6,0,College
1369,41,126,45,0,0,4,0,0,0,0,Special
1370,11,9,37,10,3,5,0,0,1,0,College
1371,24,31,34,0,0,2,0,3,8,0,Some_College
1372,25,9,11,10,1,4,0,0,4,0,Some_College
1373,18,71,16,3,5,5,0,0,0,0,Some_College
1374,62,76,14,0,5,2,0,0,3,0,College
1375,38,43,42,10,5,2,0,1,8,0,Masters
1376,24,61,34,2,1,6,0,0,3,0,Some_College
1377,39,123,34,8,3,5,0,4,3,0,College
1378,15,122,9,3,1,2,0,0,1,0,College
1379,23,20,27,0,1,2,0,4,5,0,Some_College
1380,18,92,26,0,5,2,0,0,0,0,Special
1381,55,7,39,11,1,2,0,0,6,0,Some_College
1382,20,6,34,3,1,8,0,1,4,0,Some_College
1383,16,122,30,10,1,8,0,0,4,0,Some_College
1384,29,14,34,10,1,5,0,3,7,0,Masters
1385,25,3,37,10,1,4,0,4,1,0,College
1386,18,76,21,3,3,5,0,0,6,0,College
1387,13,114,34,3,5,4,0,4,6,1,College
1388,41,16,31,3,5,5,0,4,2,0,College
1389,42,16,16,4,5,4,0,4,4,0,College
1390,29,1,34,10,1,5,0,4,5,0,College
1391,30,2,27,3,1,2,0,0,3,0,Some_College
1392,41,88,43,10,1,2,0,4,3,0,High_School
1393,37,45,1,10,1,8,0,2,4,0,Some_College
1394,42,33,34,0,0,4,0,3,4,0,Some_College
1395,30,16,19,0,5,2,0,0,2,0,College
1396,8,76,13,10,5,7,0,1,3,1,High_School
1397,27,123,34,10,3,5,0,4,7,0,Masters
1398,16,92,19,0,3,2,0,0,2,0,College
1399,3,16,24,3,5,4,1,4,5,0,Grammar
1400,13,114,31,4,5,5,0,6,4,0,Masters
1401,13,64,28,10,5,8,0,0,2,0,College
1402,13,55,13,3,1,2,0,1,1,1,College
1403,8,62,13,10,5,4,0,4,6,1,Some_College
1404,13,41,34,1,1,8,0,0,3,0,College
1405,22,89,33,10,1,4,0,4,6,0,Some_College
1406,19,85,34,10,1,5,0,0,4,0,Masters
1407,76,59,4,11,6,2,0,4,1,0,College
1408,22,55,45,3,1,4,0,4,4,0,College
1409,29,16,39,3,3,2,0,0,7,0,Some_College
1410,54,76,19,10,1,2,0,0,2,0,High_School
1411,22,76,44,10,1,8,0,4,7,0,College
1412,45,31,41,10,1,5,0,0,6,0,College
1413,28,104,34,10,1,4,0,4,3,0,College
1414,21,76,34,3,1,5,0,3,7,0,College
1415,41,20,34,10,0,4,0,3,3,0,College
1416,16,86,34,11,4,2,0,4,1,0,Special
1417,8,118,13,10,5,2,0,0,1,0,Some_College
1418,21,16,34,3,1,2,0,0,7,0,Professional
1419,31,16,12,10,0,4,0,0,4,1,Doctoral
1420,7,64,24,11,5,7,0,3,6,1,High_School
1421,23,16,14,10,5,5,0,3,2,0,Masters
1422,18,16,42,3,5,2,1,1,0,0,Some_College
1423,17,16,34,10,3,5,0,4,2,0,College
1424,49,31,16,3,1,5,0,6,5,0,College
1425,39,123,12,3,1,4,0,4,6,0,Masters
1426,40,41,34,0,0,2,0,4,6,0,Some_College
1427,21,113,42,10,5,2,0,4,3,0,High_School
1428,76,16,20,0,0,2,0,0,8,0,High_School
1429,29,9,36,11,1,5,0,4,7,0,Professional
1430,64,31,39,0,0,2,0,3,8,0,Some_College
1431,37,6,34,10,1,2,0,3,3,0,College
1432,32,41,34,0,5,2,0,0,4,0,College
1433,25,16,34,3,3,8,0,1,5,0,Some_College
1434,12,41,34,10,5,5,0,4,1,0,College
1435,47,62,20,10,1,2,0,5,4,0,Some_College
1436,41,114,12,3,1,5,0,0,3,1,Doctoral
1437,76,20,45,10,5,2,0,4,1,0,College
1438,37,73,34,10,3,4,0,0,3,0,Some_College
1439,23,43,27,10,5,2,0,0,1,0,College
1440,35,85,1,0,0,2,0,0,1,0,Some_College
1441,17,88,31,5,5,4,0,0,3,0,College
1442,45,92,32,11,3,2,0,4,6,0,Some_College
1443,60,31,39,0,1,2,0,3,6,0,College
1444,12,55,13,10,5,4,0,4,2,1,College
1445,76,80,42,10,5,2,0,0,6,0,High_School
1446,7,90,26,2,5,2,1,1,6,0,High_School
1447,52,33,22,10,1,4,0,4,7,0,Professional
1448,15,105,30,10,5,8,0,4,1,0,College
1449,29,76,34,0,0,2,0,0,5,0,Some_College
1450,35,126,34,10,1,2,0,0,2,0,Special
1451,19,9,28,10,3,5,0,4,4,0,College
1452,18,35,13,10,5,7,0,1,0,1,Masters
1453,14,62,31,3,5,4,0,4,2,0,College
1454,16,21,28,3,0,8,0,2,2,0,Special
1455,41,16,45,10,1,5,0,4,5,0,Masters
1456,14,123,37,10,1,4,0,4,2,0,College
1457,20,61,34,3,3,5,0,4,3,1,Masters
1458,23,52,40,0,4,2,0,0,0,0,Grammar
1459,45,52,12,10,1,4,0,0,4,0,Masters
1460,15,16,34,10,5,1,1,4,8,0,Special
1461,21,98,13,10,3,5,0,4,0,0,Masters
1462,30,41,33,0,5,2,0,0,3,0,Professional
1463,21,122,27,10,5,5,0,1,5,0,Masters
1464,24,33,34,3,1,5,0,4,6,0,College
1465,26,85,27,10,0,2,0,4,2,0,Special
1466,25,9,37,10,4,2,0,4,3,0,College
1467,34,61,1,0,5,2,0,2,6,0,Other
1468,32,16,32,0,1,2,0,1,1,0,Some_College
1469,41,16,32,10,1,2,0,0,0,0,College
1470,44,43,30,10,1,4,0,0,5,0,Special
1471,24,85,34,0,1,2,0,0,0,0,High_School
1472,38,31,42,0,3,2,0,4,4,0,Some_College
1473,17,76,1,0,0,2,0,0,1,0,Special
1474,9,9,42,10,5,2,0,2,5,0,High_School
1475,29,6,1,0,1,2,0,0,2,0,Some_College
1476,24,16,34,8,2,5,0,3,6,0,Doctoral
1477,15,89,13,10,5,4,0,4,6,1,Some_College
1478,33,114,19,10,1,2,0,0,2,0,Professional
1479,39,33,45,11,5,2,0,4,6,0,College
1480,14,16,13,10,5,4,0,2,6,1,College
1481,15,123,13,3,5,2,0,3,8,1,Some_College
1482,6,113,24,10,5,4,1,2,4,0,High_School
1483,72,73,39,0,1,2,0,0,2,0,Other
1484,31,76,39,0,1,2,0,0,7,0,Some_College
1485,42,31,7,10,1,8,0,0,4,0,Masters
1486,37,25,42,0,0,2,0,4,2,0,High_School
1487,48,122,39,0,0,2,0,0,2,0,Masters
1488,5,59,24,0,2,4,1,1,6,0,High_School
1489,9,92,13,10,5,4,0,0,1,1,Some_College
1490,25,119,20,4,1,2,0,1,4,0,Some_College
1491,11,16,13,3,5,4,0,4,8,0,Some_College
1492,33,111,12,4,3,5,0,3,5,0,Doctoral
1493,14,19,34,3,5,5,1,0,0,0,Masters
1494,27,7,34,10,5,8,0,4,2,0,College
1495,41,123,34,10,1,5,0,0,3,0,Doctoral
1496,24,31,34,0,0,2,0,4,2,0,College
1497,14,118,34,3,3,8,0,6,3,0,College
1498,26,76,27,11,1,2,0,0,4,0,Some_College
1499,10,16,13,3,5,4,1,4,7,1,Some_College
1500,19,118,34,11,5,8,0,4,1,0,Masters
1501,19,16,43,0,1,2,0,4,5,0,Some_College
1502,18,59,13,10,1,4,0,4,2,1,College
1503,38,16,34,0,0,2,0,6,3,0,College
1504,7,124,13,10,5,4,1,0,4,1,Some_College
1505,14,85,13,10,5,2,0,4,8,1,Some_College
1506,7,9,24,10,5,4,1,4,6,0,High_School
1507,34,124,27,10,1,5,0,6,7,0,Masters
1508,60,80,20,0,1,2,0,0,2,0,College
1509,59,16,39,10,0,2,0,0,3,0,Masters
1510,11,16,37,3,5,4,0,4,8,0,Some_College
1511,24,77,34,10,5,8,0,5,1,0,College
1512,11,123,34,6,3,2,0,1,1,0,Some_College
1513,35,124,17,6,5,8,0,4,6,0,Doctoral
1514,16,76,34,3,5,2,0,4,1,0,Masters
1515,38,88,20,10,1,2,0,4,6,0,Special
1516,63,123,39,6,0,2,0,0,1,0,Grammar
1517,34,119,6,10,5,8,0,4,0,0,Some_College
1518,30,123,34,0,1,2,0,0,4,0,Special
1519,38,76,34,0,1,2,0,2,5,0,Some_College
1520,16,76,34,10,3,8,0,4,2,0,College
1521,35,31,23,3,5,8,0,1,2,0,Masters
1522,4,76,24,10,5,2,1,3,6,0,Grammar
1523,5,47,24,10,5,2,1,4,6,0,High_School
1524,22,16,43,3,1,5,0,2,4,0,College
1525,32,113,12,10,1,8,0,4,3,0,Doctoral
1526,14,98,13,3,5,4,0,4,0,1,Some_College
1527,25,122,34,10,1,4,0,0,7,0,College
1528,25,80,40,11,1,2,0,0,6,0,High_School
1529,35,2,34,0,1,4,0,4,4,0,Some_College
1530,34,50,34,3,1,8,0,0,7,0,Masters
1531,17,9,37,4,5,4,0,6,4,0,High_School
1532,17,61,20,0,1,2,0,1,1,0,Some_College
1533,19,16,17,3,5,4,0,0,4,0,College
1534,13,118,1,10,1,8,0,0,1,0,College
1535,28,21,37,3,1,5,0,1,4,0,College
1536,55,31,34,0,0,4,0,0,4,0,College
1537,54,63,39,0,1,2,0,0,4,0,Some_College
1538,76,76,13,10,5,2,0,1,6,0,Professional
1539,70,16,23,0,1,2,0,0,3,0,Masters
1540,29,2,13,10,1,4,0,0,4,0,Some_College
1541,76,123,19,0,5,4,0,2,6,0,Some_College
1542,34,123,13,10,1,4,0,4,1,1,Some_College
1543,39,16,1,10,1,5,0,0,6,0,Some_College
1544,50,80,20,0,1,2,0,0,3,0,Some_College
1545,50,85,39,0,1,2,0,0,1,0,High_School
1546,14,118,34,3,5,8,0,4,1,0,Masters
1547,60,61,39,0,0,2,0,0,6,0,Some_College
1548,30,60,37,10,1,4,0,3,7,0,College
1549,18,105,27,0,5,2,0,0,0,0,High_School
1550,27,92,31,9,1,5,0,0,3,0,College
1551,27,122,9,3,5,5,0,4,1,0,Some_College
1552,24,33,34,0,5,2,0,4,0,0,Some_College
1553,16,43,20,0,3,2,0,0,1,0,Special
1554,39,123,1,0,1,4,0,0,6,0,College
1555,45,16,34,0,3,2,0,0,0,0,Some_College
1556,32,80,42,10,6,2,0,4,0,0,High_School
1557,23,33,34,3,5,2,0,4,1,0,Some_College
1558,30,41,42,10,1,2,0,4,6,0,Some_College
1559,12,20,34,0,5,2,0,0,0,0,Some_College
1560,28,76,34,0,1,2,0,3,2,0,College
1561,15,76,13,7,5,4,0,4,0,0,Masters
1562,17,92,34,0,5,4,0,4,1,0,Some_College
1563,10,2,43,10,5,2,1,0,0,0,High_School
1564,25,9,21,4,1,5,0,3,4,0,College
1565,12,126,13,10,5,7,0,4,2,1,Some_College
1566,14,76,34,10,1,2,0,4,4,0,High_School
1567,21,34,13,10,5,4,0,4,8,1,Masters
1568,14,26,13,10,5,7,0,4,1,1,Some_College
1569,21,52,43,10,1,2,0,0,3,0,High_School
1570,28,52,34,0,1,2,1,0,1,0,Some_College
1571,10,88,13,10,5,4,0,4,6,1,Some_College
1572,8,85,13,10,5,4,0,4,1,1,Some_College
1573,28,20,21,3,1,5,0,4,4,0,Masters
1574,36,113,17,10,3,5,0,4,3,0,Some_College
1575,45,114,1,10,1,4,0,0,3,0,College
1576,30,55,33,0,5,2,0,4,1,0,Special
1577,16,92,26,0,1,2,0,4,8,0,Special
1578,26,60,43,10,0,4,0,0,4,0,Some_College
1579,32,61,12,10,1,4,0,0,4,0,Masters
1580,11,88,37,10,5,5,0,2,2,0,Some_College
1581,22,122,34,0,5,4,0,0,4,0,College
1582,43,31,34,10,1,2,0,0,4,0,Some_College
1583,20,88,34,3,1,5,0,7,4,0,Some_College
1584,28,43,42,0,5,2,0,0,0,0,Some_College
1585,10,7,13,10,5,4,1,3,2,1,Some_College
1586,13,9,13,10,5,5,1,4,6,1,Some_College
1587,48,80,39,0,1,2,0,4,4,0,College
1588,76,55,18,10,5,2,0,0,0,0,College
1589,31,76,34,0,5,2,0,0,6,0,Some_College
1590,27,73,34,0,1,2,0,0,6,0,College
1591,19,16,37,8,2,5,0,5,4,0,Some_College
1592,19,83,34,10,1,5,0,3,2,0,High_School
1593,18,51,20,10,1,2,0,0,4,0,College
1594,29,45,23,3,5,4,0,0,2,0,College
1595,33,61,13,10,1,5,0,3,2,0,College
1596,14,92,37,3,5,8,0,4,1,0,College
1597,34,85,10,3,1,2,0,0,5,0,High_School
1598,9,41,13,0,5,2,0,1,6,0,Some_College
1599,28,114,34,10,1,8,0,0,4,0,Some_College
1600,8,74,13,10,5,7,0,1,2,1,High_School
1601,43,31,34,0,1,4,0,4,1,0,College
1602,76,16,20,0,5,2,0,0,6,0,Some_College
1603,24,99,0,0,5,4,0,4,7,0,College
1604,25,119,10,10,1,2,0,4,1,0,College
1605,38,31,39,10,0,2,0,4,6,0,College
1606,39,60,27,0,1,2,0,3,2,0,Some_College
1607,11,118,14,10,5,8,0,6,2,0,College
1608,15,61,13,10,1,5,0,4,3,1,Masters
1609,8,31,40,10,5,4,1,4,1,0,Some_College
1610,28,86,12,10,1,5,0,0,5,1,Doctoral
1611,20,21,34,3,3,5,0,4,5,0,College
1612,30,92,19,0,1,4,0,1,3,0,Some_College
1613,10,45,13,3,5,7,0,4,8,1,Some_College
1614,76,33,1,10,1,2,0,1,6,0,High_School
1615,15,33,13,10,0,7,0,4,1,1,College
1616,61,16,39,0,0,2,0,3,6,0,Other
1617,11,124,1,10,5,5,0,4,1,0,College
1618,10,80,13,10,5,7,0,6,3,1,Some_College
1619,76,31,34,0,1,4,0,4,6,0,College
1620,14,43,42,0,1,2,0,0,8,0,High_School
1621,27,88,37,4,3,5,0,4,7,0,Special
1622,27,60,40,0,0,2,0,0,4,0,Some_College
1623,37,76,27,0,5,2,0,0,4,0,College
1624,10,16,13,5,5,2,1,0,6,0,Some_College
1625,15,110,13,10,5,4,0,4,8,1,Some_College
1626,27,88,13,10,5,4,0,4,1,0,College
1627,11,60,34,4,5,5,0,4,2,0,College
1628,30,89,27,10,1,4,0,0,5,0,College
1629,16,71,45,0,5,4,1,5,1,0,Some_College
1630,20,64,37,10,5,4,0,4,3,0,College
1631,13,61,30,10,5,4,0,4,7,0,College
1632,17,52,34,4,5,2,0,0,1,0,College
1633,41,76,27,0,6,2,0,0,3,0,Some_College
1634,28,41,34,3,1,4,0,4,7,0,College
1635,36,41,44,10,3,4,0,4,5,0,College
1636,20,7,43,10,1,5,0,4,4,1,Some_College
1637,11,9,13,3,5,5,0,4,0,0,Some_College
1638,76,62,1,11,3,8,0,4,6,0,College
1639,24,76,27,0,1,2,0,4,7,0,Some_College
1640,8,118,13,3,5,5,0,1,8,1,High_School
1641,37,62,42,0,5,2,0,0,3,0,Special
1642,28,45,23,0,1,2,0,1,2,0,College
1643,39,20,34,10,0,2,0,4,7,0,Some_College
1644,76,62,34,0,5,4,1,4,1,0,High_School
1645,48,14,41,3,0,2,0,0,6,0,High_School
1646,32,16,42,3,1,2,0,4,6,0,Some_College
1647,35,14,28,3,1,0,0,4,7,0,College
1648,17,121,43,3,3,2,0,4,6,0,Some_College
1649,44,36,1,0,1,2,0,4,6,0,College
1650,31,33,37,4,1,4,0,4,4,0,Special
1651,22,123,34,0,5,2,0,0,3,0,Professional
1652,35,60,34,0,5,4,0,4,3,0,Masters
1653,42,108,27,4,1,8,0,3,7,0,Masters
1654,33,126,34,0,5,2,0,0,1,0,High_School
1655,9,33,13,4,5,5,1,4,6,1,Some_College
1656,20,71,16,3,5,0,0,4,3,0,Some_College
1657,35,64,33,10,5,2,0,4,2,0,College
1658,56,59,10,0,1,2,0,4,2,0,College
1659,8,45,13,3,5,2,1,4,8,0,Some_College
1660,18,16,21,10,5,5,0,4,5,0,Some_College
1661,15,107,13,10,5,7,0,4,1,1,Some_College
1662,37,126,34,10,1,5,0,1,3,1,Masters
1663,11,99,1,10,5,4,1,0,3,0,High_School
1664,28,59,37,10,4,4,0,0,4,0,College
1665,19,85,17,3,5,5,0,0,6,0,Masters
1666,15,16,34,6,5,8,0,4,3,0,College
1667,27,114,37,8,0,5,0,4,4,0,College
1668,9,76,13,10,5,5,1,4,5,1,High_School
1669,26,16,37,3,5,5,0,4,4,0,College
1670,27,62,27,10,1,5,0,6,6,0,Masters
1671,27,80,27,0,1,2,0,0,1,0,Special
1672,29,20,34,10,1,5,0,4,4,0,Some_College
1673,12,76,13,10,5,7,0,4,8,1,College
1674,76,31,27,0,2,2,0,6,6,0,Some_College
1675,23,126,37,4,1,8,0,4,3,0,Masters
1676,49,21,34,10,4,2,0,4,4,0,Grammar
1677,53,122,39,0,5,2,0,4,6,0,High_School
1678,46,25,40,10,0,2,0,0,2,0,Some_College
1679,13,124,45,10,5,5,0,4,2,0,College
1680,46,88,34,10,0,4,0,0,3,0,Some_College
1681,27,88,16,3,1,5,0,1,5,0,College
1682,13,6,34,4,1,5,0,5,4,0,College
1683,8,45,13,10,5,4,1,0,8,0,High_School
1684,21,118,34,10,5,2,0,4,4,0,Some_College
1685,25,126,10,3,3,4,0,4,4,0,College
1686,44,33,44,10,1,5,0,0,7,0,Masters
1687,14,110,13,8,5,5,0,2,8,1,College
1688,13,31,13,10,5,4,0,0,6,1,College
1689,13,118,28,10,5,8,0,6,1,0,College
1690,29,9,12,10,1,5,0,6,4,0,College
1691,44,21,19,10,0,4,0,0,2,0,Some_College
1692,42,9,34,3,1,5,0,3,4,0,Masters
1693,22,31,27,10,3,2,0,2,3,0,College
1694,23,16,34,3,1,4,0,0,2,0,Masters
1695,15,9,34,10,5,2,0,3,8,0,High_School
1696,21,80,34,10,1,5,0,6,6,0,College
1697,9,92,13,10,5,4,1,3,6,1,Some_College
1698,22,92,34,3,5,5,0,0,4,0,Masters
1699,26,76,27,10,1,2,0,4,4,0,Special
1700,34,33,37,10,1,4,0,4,7,0,College
1701,11,77,13,3,5,4,0,4,8,0,Other
1702,8,3,13,3,5,5,0,3,8,1,High_School
1703,26,55,21,10,1,5,0,4,4,0,Masters
1704,34,76,34,10,1,4,0,4,3,0,Some_College
1705,30,6,13,10,1,2,0,0,2,0,Some_College
1706,11,73,37,8,5,5,0,4,3,0,College
1707,18,51,34,10,1,5,0,0,1,0,Special
1708,17,31,34,0,4,2,0,0,1,0,Some_College
1709,12,31,44,10,3,4,0,4,2,0,Some_College
1710,42,31,34,0,5,4,0,4,3,0,College
1711,37,87,34,11,0,5,0,5,3,0,Masters
1712,23,16,34,10,1,4,0,3,3,0,Some_College
1713,18,77,34,10,3,5,0,4,4,0,College
1714,44,1,19,10,5,4,0,4,3,0,College
1715,34,31,44,3,1,5,0,4,5,0,Masters
1716,19,60,13,0,5,2,0,4,6,0,College
1717,10,118,13,10,5,5,1,4,7,1,Some_College
1718,11,86,13,10,3,4,0,4,1,0,Some_College
1719,16,59,34,0,5,2,0,4,1,0,High_School
1720,12,102,42,10,5,2,0,0,1,0,High_School
1721,55,16,39,0,5,2,0,4,1,0,College
