who,Years_on_Internet,Web_Ordering,Age,Not_Purchasing_Too_complicated,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Security,Not_Purchasing_Easier_locally
93583,6-12_mo,No,26,0,0,0,0,0
93593,1-3_yr,No,49,0,0,1,1,0
91616,Under_6_mo,No,54,0,0,0,0,0
93009,4-6_yr,No,42,0,0,1,0,0
92889,Under_6_mo,Yes,33,0,0,1,0,1
94414,6-12_mo,Yes,40,0,0,0,0,0
96078,1-3_yr,Yes,22,0,0,0,0,0
92081,Under_6_mo,No,38,0,0,0,0,0
94347,4-6_yr,Yes,25,0,0,0,0,1
99902,6-12_mo,Yes,27,0,0,0,0,0
96803,6-12_mo,No,20,0,0,0,1,1
93773,1-3_yr,Yes,35,0,1,1,1,0
99928,6-12_mo,No,22,0,0,0,1,1
91885,1-3_yr,Yes,24,0,0,0,0,0
99155,1-3_yr,Yes,31,0,0,0,0,1
99929,1-3_yr,Yes,24,1,1,0,1,1
97668,1-3_yr,No,31,0,0,0,1,1
96537,6-12_mo,Yes,38,1,0,1,1,0
93216,4-6_yr,Yes,20,0,0,0,0,0
93596,4-6_yr,No,18,0,1,1,1,0
98916,1-3_yr,Yes,38,0,0,0,0,0
8761,1-3_yr,Yes,46,0,0,1,1,0
90560,1-3_yr,Yes,54,0,0,1,1,0
98071,Under_6_mo,Yes,40,0,0,0,1,0
91026,1-3_yr,No,26,0,0,1,1,0
93846,1-3_yr,Yes,36,0,1,0,0,1
91217,1-3_yr,Yes,42,0,0,0,0,0
93776,1-3_yr,Yes,21,0,1,0,1,1
93779,6-12_mo,No,32,0,0,0,1,0
90719,1-3_yr,Yes,52,0,0,0,0,0
93597,1-3_yr,Yes,30,0,0,0,0,0
95243,6-12_mo,Yes,38,0,0,1,1,1
91903,1-3_yr,Yes,20,0,0,0,0,0
93050,1-3_yr,No,23,0,0,0,0,1
93782,1-3_yr,Yes,57,0,1,1,1,1
95803,6-12_mo,No,0,0,0,0,1,0
93920,Under_6_mo,Yes,41,0,0,1,1,0
93785,6-12_mo,No,37,0,0,1,1,0
96324,Over_7_yr,Yes,29,0,0,0,0,0
61116,1-3_yr,Yes,29,0,0,0,0,0
90328,1-3_yr,Yes,28,0,0,0,0,0
94519,Under_6_mo,No,39,0,0,1,1,0
90329,1-3_yr,No,43,0,0,0,1,0
90720,4-6_yr,Yes,24,1,1,0,0,1
97354,1-3_yr,Yes,44,0,1,0,0,0
97402,Under_6_mo,No,19,0,0,0,0,0
97331,1-3_yr,Yes,38,0,0,0,0,0
93178,Under_6_mo,No,18,0,0,0,0,0
94744,6-12_mo,No,52,0,1,0,0,0
91125,6-12_mo,Yes,0,0,0,1,1,0
98388,6-12_mo,Yes,34,0,0,0,0,1
92236,4-6_yr,Yes,35,0,1,1,1,1
90756,1-3_yr,Yes,48,0,1,0,0,0
94101,6-12_mo,Yes,49,0,0,1,1,1
99749,1-3_yr,Yes,21,0,0,0,0,0
93052,4-6_yr,Yes,25,0,0,0,0,0
94456,Under_6_mo,No,18,1,1,1,1,1
94751,Over_7_yr,Yes,38,0,0,1,0,1
95481,4-6_yr,Yes,30,0,0,0,0,0
99474,1-3_yr,Yes,40,0,0,0,0,0
91514,1-3_yr,Yes,20,0,0,0,0,1
91836,1-3_yr,No,0,0,0,0,0,0
94683,Under_6_mo,No,25,0,0,0,1,0
91617,Under_6_mo,Yes,69,0,0,0,0,0
99869,4-6_yr,Yes,21,0,0,1,1,1
96208,4-6_yr,No,20,0,0,1,0,0
99149,6-12_mo,Yes,0,0,1,1,0,1
91525,4-6_yr,Yes,24,0,0,1,1,0
95423,1-3_yr,Yes,37,0,1,0,0,1
91165,6-12_mo,Yes,37,0,0,1,1,1
93393,6-12_mo,Yes,47,0,0,0,0,0
93395,Under_6_mo,No,20,0,0,0,1,0
94765,1-3_yr,Yes,25,0,0,0,0,1
91000,Under_6_mo,No,37,0,0,0,1,0
94747,4-6_yr,Yes,21,0,0,1,0,0
99933,6-12_mo,No,40,0,0,1,0,0
91619,1-3_yr,Yes,26,0,0,0,0,0
77290,Over_7_yr,Yes,30,0,0,0,0,0
97165,4-6_yr,Yes,23,0,0,0,0,0
99012,Under_6_mo,No,27,0,1,1,1,1
90331,6-12_mo,No,50,0,0,0,1,0
97882,1-3_yr,Yes,38,0,0,0,0,0
99072,1-3_yr,Yes,46,0,0,0,0,0
91414,4-6_yr,Yes,30,1,0,1,0,1
74579,1-3_yr,Yes,21,0,0,0,0,0
97171,1-3_yr,No,0,0,1,1,1,0
90657,6-12_mo,Yes,34,0,0,1,1,1
94775,1-3_yr,No,18,1,0,0,0,0
98532,1-3_yr,Yes,47,0,0,1,1,1
94288,6-12_mo,Yes,38,0,1,0,0,0
99096,4-6_yr,Yes,49,0,0,0,0,0
91947,6-12_mo,Yes,0,0,0,1,0,1
93279,1-3_yr,Yes,57,0,0,0,0,0
95594,1-3_yr,Yes,42,0,0,1,0,1
94546,4-6_yr,Yes,45,0,0,0,0,0
93509,4-6_yr,Yes,27,0,0,1,1,1
93865,6-12_mo,Yes,53,0,0,0,0,0
98626,1-3_yr,Yes,41,0,0,1,0,0
93401,Under_6_mo,No,32,0,0,0,1,0
94368,1-3_yr,Yes,45,0,0,0,0,0
97848,1-3_yr,Yes,51,0,1,0,0,0
96026,Under_6_mo,No,43,0,0,0,1,0
96480,4-6_yr,Yes,19,0,0,0,0,0
93358,4-6_yr,Yes,30,0,0,1,1,0
94526,Under_6_mo,Yes,45,0,0,0,0,0
91377,6-12_mo,Yes,64,0,0,0,0,0
81767,4-6_yr,Yes,18,0,0,0,0,0
92161,4-6_yr,Yes,28,0,0,0,0,0
98414,6-12_mo,No,25,0,0,0,0,0
95245,4-6_yr,Yes,47,0,1,0,1,0
93100,1-3_yr,Yes,21,0,0,0,1,1
94778,1-3_yr,Yes,38,0,0,0,0,0
95631,1-3_yr,No,29,0,1,1,1,1
99247,4-6_yr,Yes,25,0,0,0,0,0
95632,Over_7_yr,Yes,37,0,0,0,1,0
94460,1-3_yr,No,19,0,0,0,0,0
63059,4-6_yr,Yes,36,0,0,1,0,0
96240,Over_7_yr,Yes,37,0,0,0,0,0
99870,6-12_mo,Yes,37,0,0,1,0,0
90332,1-3_yr,Yes,39,0,0,1,1,0
90391,4-6_yr,Yes,22,0,0,0,0,0
94784,Under_6_mo,No,0,0,0,1,1,0
93366,1-3_yr,Yes,33,0,1,0,0,1
93378,1-3_yr,Yes,58,0,0,0,0,0
91139,6-12_mo,Yes,61,0,0,0,0,0
78257,1-3_yr,Yes,55,0,0,1,1,0
99304,4-6_yr,Yes,23,0,0,0,0,0
90798,1-3_yr,No,55,0,0,1,1,1
99191,6-12_mo,Yes,37,0,0,1,1,0
95657,4-6_yr,Yes,23,0,0,0,0,0
90604,6-12_mo,No,18,0,1,1,1,1
91607,1-3_yr,Yes,31,0,0,0,0,0
96541,6-12_mo,No,35,0,0,0,1,0
91545,1-3_yr,No,53,0,0,0,1,0
96905,1-3_yr,Yes,24,0,0,0,0,0
97236,1-3_yr,Yes,23,0,1,0,0,0
93003,6-12_mo,Yes,23,0,0,0,0,0
94334,4-6_yr,Yes,39,0,0,0,0,0
97325,6-12_mo,Yes,53,0,0,1,1,1
94786,1-3_yr,Yes,51,1,1,1,1,1
95284,Under_6_mo,No,32,0,0,1,1,0
61094,1-3_yr,Yes,33,0,0,0,0,0
96937,Under_6_mo,No,25,0,0,0,0,0
94371,Under_6_mo,No,31,0,1,0,0,0
86626,4-6_yr,Yes,19,0,0,0,1,0
93217,4-6_yr,Yes,32,0,0,0,0,0
99476,1-3_yr,Yes,36,0,0,0,0,0
99516,Under_6_mo,Yes,44,1,0,1,1,1
97736,1-3_yr,Yes,21,0,0,0,0,1
93168,Under_6_mo,No,18,0,1,1,1,1
95129,1-3_yr,Yes,36,0,1,0,0,0
98277,Over_7_yr,Yes,44,0,0,0,1,0
94656,1-3_yr,No,40,0,0,0,0,0
96807,4-6_yr,Yes,21,0,0,0,0,0
96808,1-3_yr,No,28,0,0,0,1,0
94788,Under_6_mo,Yes,27,0,0,0,0,0
96576,6-12_mo,Yes,22,0,0,0,0,0
98759,6-12_mo,Yes,51,0,0,0,0,0
91867,1-3_yr,Yes,47,0,0,0,0,0
90889,6-12_mo,Yes,33,0,0,1,1,0
98124,4-6_yr,Yes,28,1,0,1,0,0
94446,1-3_yr,Yes,53,0,0,0,0,0
99682,1-3_yr,Yes,44,0,0,0,0,0
97897,1-3_yr,Yes,29,0,1,1,0,1
94792,1-3_yr,Yes,20,0,0,0,0,0
96503,4-6_yr,Yes,21,0,0,0,0,0
98133,6-12_mo,Yes,26,0,0,1,1,0
91228,6-12_mo,Yes,22,0,0,1,1,0
94613,Under_6_mo,Yes,63,0,0,0,1,0
99689,6-12_mo,No,65,0,1,1,1,1
97931,4-6_yr,Yes,26,1,1,1,1,1
91280,Over_7_yr,Yes,46,0,0,0,0,0
94793,1-3_yr,Yes,37,0,0,1,1,0
93034,1-3_yr,Yes,42,0,0,0,0,0
90715,Under_6_mo,Yes,57,0,1,0,1,1
98323,6-12_mo,Yes,35,0,0,0,0,0
98145,4-6_yr,Yes,45,0,0,1,1,0
93667,4-6_yr,Yes,34,1,0,1,1,1
93936,4-6_yr,Yes,37,0,0,0,0,0
95075,1-3_yr,No,46,0,0,0,1,0
80747,4-6_yr,Yes,26,0,0,0,0,1
96121,Under_6_mo,No,61,0,0,0,0,0
93691,1-3_yr,Yes,24,0,0,0,1,0
90316,4-6_yr,Yes,49,0,0,0,0,1
91857,Under_6_mo,No,18,0,0,0,0,0
95437,6-12_mo,Yes,43,0,0,0,1,0
93992,6-12_mo,Yes,17,1,0,0,1,0
96487,Over_7_yr,Yes,26,0,0,0,0,1
96810,6-12_mo,Yes,54,0,0,0,0,0
97437,1-3_yr,No,41,0,0,0,1,0
95585,4-6_yr,Yes,33,0,0,0,0,0
50138,1-3_yr,Yes,43,0,0,1,1,0
90317,Under_6_mo,Yes,26,0,0,1,1,1
92183,1-3_yr,Yes,40,0,0,0,0,0
96014,1-3_yr,Yes,32,0,0,1,1,0
99015,6-12_mo,No,36,0,0,0,1,0
94358,Under_6_mo,Yes,45,0,0,0,1,0
97249,4-6_yr,Yes,36,1,1,0,0,1
98378,4-6_yr,Yes,24,0,0,0,0,0
91543,Under_6_mo,Yes,40,0,0,0,1,1
95297,1-3_yr,No,21,0,0,0,0,0
98165,Under_6_mo,No,5,0,0,0,1,0
93831,1-3_yr,Yes,32,0,0,0,0,0
98713,Under_6_mo,Yes,49,0,1,1,1,0
62104,4-6_yr,Yes,41,0,0,0,1,0
98177,1-3_yr,Yes,36,0,0,0,0,0
98172,4-6_yr,Yes,57,0,0,0,0,0
96163,1-3_yr,Yes,43,0,1,0,0,0
98186,Under_6_mo,Yes,25,0,0,0,1,1
95648,Under_6_mo,Yes,52,0,0,0,0,0
94360,Under_6_mo,No,50,0,0,1,1,0
96536,6-12_mo,Yes,30,1,0,0,0,0
93460,4-6_yr,Yes,21,0,0,0,0,1
96508,1-3_yr,No,26,0,0,0,0,1
95199,1-3_yr,Yes,47,0,0,0,0,0
91964,Under_6_mo,Yes,57,0,0,0,1,0
98187,6-12_mo,Yes,67,0,1,0,0,0
99198,6-12_mo,Yes,37,1,0,0,1,1
95438,1-3_yr,Yes,23,0,0,1,0,0
94212,6-12_mo,Yes,42,0,0,1,1,0
96195,6-12_mo,No,45,1,0,0,0,1
94454,6-12_mo,Yes,45,0,0,0,1,0
82283,1-3_yr,Yes,69,0,0,1,0,0
94797,6-12_mo,Yes,41,0,1,0,1,0
94798,1-3_yr,Yes,49,0,0,0,0,0
98299,Over_7_yr,Yes,35,0,0,0,1,0
94799,1-3_yr,No,55,0,0,1,1,1
98990,1-3_yr,No,19,1,0,0,0,0
99469,4-6_yr,Yes,21,0,0,0,0,0
94439,Under_6_mo,No,16,0,0,0,0,0
98629,1-3_yr,Yes,25,0,0,0,0,0
92176,Under_6_mo,No,0,0,0,0,0,1
94783,Under_6_mo,Yes,65,0,0,1,1,0
92313,Under_6_mo,No,26,0,1,0,1,0
96164,1-3_yr,Yes,29,0,0,1,1,1
90708,1-3_yr,Yes,39,0,1,1,1,1
94809,1-3_yr,Yes,37,0,0,0,0,0
91625,6-12_mo,Yes,43,0,0,0,0,0
95953,1-3_yr,Yes,22,0,1,1,1,0
99226,4-6_yr,Yes,55,0,0,1,0,0
91563,6-12_mo,Yes,30,0,0,1,1,0
94810,Under_6_mo,No,28,0,0,0,0,0
96602,Under_6_mo,Yes,24,0,0,0,1,0
98315,4-6_yr,No,28,0,0,1,1,0
97380,1-3_yr,No,19,0,0,0,0,0
98688,4-6_yr,No,22,0,0,0,0,0
90318,1-3_yr,Yes,32,0,0,0,0,0
91839,Under_6_mo,Yes,9,1,1,1,1,1
92270,1-3_yr,Yes,38,0,0,0,1,0
95837,4-6_yr,Yes,30,0,0,0,0,0
96236,1-3_yr,Yes,48,0,0,0,0,0
92293,1-3_yr,No,48,0,0,0,0,0
93337,1-3_yr,Yes,25,0,0,0,0,0
95978,1-3_yr,Yes,51,0,0,1,1,1
93324,1-3_yr,Yes,29,0,0,0,0,0
93724,Under_6_mo,Yes,45,0,0,0,0,0
90484,1-3_yr,Yes,63,0,0,0,0,0
99595,4-6_yr,No,23,0,0,1,1,1
99671,Under_6_mo,Yes,52,0,0,0,1,0
94227,4-6_yr,Yes,24,0,0,0,0,0
90321,4-6_yr,Yes,26,0,0,0,0,1
93840,Under_6_mo,Yes,37,1,1,0,1,0
95180,1-3_yr,Yes,24,0,0,0,1,0
92929,1-3_yr,Yes,33,0,0,0,0,0
92680,1-3_yr,Yes,39,0,0,1,1,0
80828,Over_7_yr,Yes,40,0,0,0,1,0
96237,1-3_yr,Yes,46,1,1,0,0,1
96580,1-3_yr,No,29,0,0,1,0,0
90322,Under_6_mo,No,62,0,0,0,1,0
92528,4-6_yr,No,26,0,1,0,0,0
98695,4-6_yr,Yes,25,0,0,0,0,0
98937,1-3_yr,Yes,28,0,0,0,1,1
98191,6-12_mo,No,57,0,0,1,1,1
94836,6-12_mo,Yes,58,0,0,0,0,0
80234,1-3_yr,Yes,19,0,1,0,0,0
95674,6-12_mo,Yes,39,0,1,0,1,1
83701,4-6_yr,Yes,29,0,0,0,0,0
90767,4-6_yr,Yes,0,0,0,0,0,0
54715,1-3_yr,Yes,22,0,0,0,1,0
94841,1-3_yr,Yes,37,0,0,0,0,0
92999,4-6_yr,Yes,46,0,0,1,1,0
98837,Under_6_mo,No,27,0,0,1,1,0
94465,1-3_yr,Yes,65,0,1,1,1,0
97238,4-6_yr,No,38,0,0,0,1,0
91931,4-6_yr,Yes,30,0,0,1,1,1
94857,1-3_yr,Yes,41,0,0,0,0,0
95943,1-3_yr,No,46,0,0,0,0,0
90396,1-3_yr,No,15,1,1,1,1,0
88735,1-3_yr,Yes,36,0,0,0,0,0
99173,Under_6_mo,No,24,0,0,0,0,0
96822,1-3_yr,Yes,20,0,0,0,1,0
91013,Under_6_mo,Yes,0,0,0,0,1,0
85645,Over_7_yr,Yes,35,0,0,0,0,0
95562,1-3_yr,Yes,18,0,0,0,0,0
98805,4-6_yr,Yes,47,0,0,0,0,0
92075,Under_6_mo,Dont_know,16,0,1,1,0,0
92167,Under_6_mo,No,22,0,0,1,1,1
92439,4-6_yr,Yes,35,0,0,0,0,0
95630,4-6_yr,Yes,20,0,0,0,0,1
92319,6-12_mo,Yes,54,0,0,1,0,0
91366,6-12_mo,No,80,0,0,0,0,1
95614,1-3_yr,No,46,0,0,1,1,0
98194,1-3_yr,Yes,23,0,0,0,0,0
97735,6-12_mo,No,47,0,0,0,0,0
98095,Under_6_mo,No,51,0,1,1,1,0
68332,4-6_yr,Yes,67,1,1,0,0,0
99581,Under_6_mo,Yes,28,0,0,1,1,0
94865,1-3_yr,Yes,0,0,0,1,1,0
98094,6-12_mo,Yes,27,0,0,1,1,0
98213,Under_6_mo,Yes,48,0,0,0,0,0
99778,6-12_mo,Yes,51,0,0,0,1,0
96554,Under_6_mo,Yes,42,0,0,0,0,0
86862,1-3_yr,Yes,36,0,0,0,0,0
94687,1-3_yr,Yes,28,0,0,0,0,0
98100,Under_6_mo,No,0,0,0,0,0,0
98206,Under_6_mo,No,21,0,1,1,1,1
99776,Under_6_mo,Yes,63,0,0,0,0,0
94375,1-3_yr,Yes,33,0,0,0,0,0
98221,1-3_yr,No,26,0,0,1,1,1
98703,4-6_yr,Yes,48,0,0,0,0,0
93388,1-3_yr,Yes,36,0,0,1,1,0
95861,4-6_yr,No,25,1,0,1,0,0
98102,6-12_mo,No,16,0,0,0,1,0
70007,6-12_mo,Yes,6,0,0,0,0,0
98654,1-3_yr,Yes,27,0,0,1,1,0
98232,1-3_yr,Yes,34,0,0,0,1,0
98233,1-3_yr,Yes,55,0,0,0,0,1
98234,1-3_yr,Yes,37,0,0,1,0,0
93372,1-3_yr,Yes,26,1,0,0,0,0
99551,1-3_yr,No,19,0,1,1,1,0
99389,4-6_yr,Yes,23,0,0,0,0,0
97733,4-6_yr,Yes,59,0,0,1,1,0
98239,4-6_yr,Yes,26,0,0,0,0,0
99043,1-3_yr,Yes,22,0,0,0,0,0
98241,Over_7_yr,Yes,32,0,1,0,0,1
91368,6-12_mo,No,46,0,0,0,0,0
98538,Under_6_mo,No,47,0,1,1,1,0
93457,4-6_yr,No,16,0,0,0,0,0
98834,4-6_yr,No,50,0,0,0,1,0
90429,Under_6_mo,Yes,44,0,1,1,1,1
91551,1-3_yr,No,21,0,0,0,0,0
94947,6-12_mo,Yes,45,0,0,0,0,1
92044,Over_7_yr,Yes,36,0,0,1,1,0
92893,4-6_yr,Yes,22,0,0,0,1,0
98109,6-12_mo,Yes,27,0,0,1,1,0
93008,Under_6_mo,Dont_know,31,0,0,0,0,0
93222,4-6_yr,No,53,0,1,0,1,0
95966,6-12_mo,Yes,24,0,0,0,0,0
96638,4-6_yr,Yes,23,0,0,0,0,0
96299,4-6_yr,Yes,20,0,1,0,0,0
98248,Under_6_mo,Yes,30,0,0,0,0,0
99179,1-3_yr,No,5,1,1,1,1,1
99180,1-3_yr,Dont_know,7,0,0,0,0,0
99882,1-3_yr,No,28,0,0,0,1,0
93039,6-12_mo,Yes,50,0,0,1,1,0
94444,4-6_yr,Yes,26,0,0,0,0,0
86656,1-3_yr,Yes,52,0,0,0,0,0
98948,Over_7_yr,Yes,30,0,0,0,0,0
91211,1-3_yr,Yes,19,0,0,0,0,0
95835,Under_6_mo,No,37,0,0,0,1,0
99472,Over_7_yr,Yes,55,0,0,1,0,0
96360,Under_6_mo,Yes,28,0,0,0,0,0
90721,Under_6_mo,No,55,0,0,0,0,0
93968,Under_6_mo,No,23,0,1,1,1,1
97544,1-3_yr,Yes,18,0,0,0,0,0
92968,1-3_yr,Yes,54,0,0,0,0,0
90943,1-3_yr,No,19,0,0,0,1,0
90730,1-3_yr,Yes,23,0,0,0,0,0
96165,1-3_yr,Yes,38,1,1,1,1,1
91373,1-3_yr,Yes,33,0,1,1,0,0
94878,1-3_yr,Yes,24,0,1,0,1,1
94883,4-6_yr,No,25,0,0,0,1,0
94884,4-6_yr,No,25,0,1,0,0,1
90370,Over_7_yr,Yes,59,0,0,0,1,1
98347,1-3_yr,Yes,37,0,0,0,1,0
92187,1-3_yr,Yes,63,0,0,0,1,0
92832,1-3_yr,No,31,0,0,1,1,1
94886,4-6_yr,Yes,25,0,1,0,0,0
94961,1-3_yr,Yes,25,0,0,1,1,0
90371,Under_6_mo,No,7,1,0,0,0,0
84404,1-3_yr,Yes,50,0,0,0,0,0
93107,Under_6_mo,No,16,1,1,1,1,1
96561,Over_7_yr,Yes,50,1,0,1,1,1
94592,6-12_mo,No,75,0,0,0,1,0
95583,1-3_yr,Yes,29,0,0,0,0,0
91853,6-12_mo,No,6,0,1,0,0,0
90372,Under_6_mo,No,57,0,1,1,1,0
98772,1-3_yr,Yes,36,0,0,0,0,0
96023,1-3_yr,Yes,0,0,0,0,0,0
93362,1-3_yr,Yes,53,0,0,0,1,1
93820,Under_6_mo,No,18,0,0,1,1,0
99578,1-3_yr,Yes,41,0,0,0,0,0
94890,1-3_yr,Yes,45,0,0,0,0,0
92196,6-12_mo,Yes,28,0,0,1,0,0
92361,Over_7_yr,Yes,35,0,1,1,1,0
94771,4-6_yr,Yes,38,0,0,0,1,0
90709,1-3_yr,Yes,26,0,0,0,1,1
92516,1-3_yr,No,46,0,0,0,1,0
95061,6-12_mo,Yes,53,0,0,0,1,0
97432,6-12_mo,No,29,0,0,1,1,0
93284,6-12_mo,No,18,0,0,0,0,0
93643,1-3_yr,Yes,39,0,0,0,0,0
92090,4-6_yr,Yes,36,0,0,0,0,0
95650,Under_6_mo,No,54,0,0,0,0,0
98616,1-3_yr,Yes,24,0,0,0,0,1
94898,6-12_mo,No,50,0,0,0,1,0
94353,6-12_mo,Yes,21,0,0,0,0,0
97990,1-3_yr,Yes,21,0,1,0,0,0
93075,6-12_mo,Yes,47,0,0,1,1,0
98712,Under_6_mo,No,42,0,1,1,1,0
98844,1-3_yr,No,20,0,0,0,1,0
90377,Under_6_mo,No,19,0,0,0,0,0
92055,4-6_yr,Yes,29,0,0,0,0,0
93037,Under_6_mo,Yes,36,0,0,0,0,0
90481,1-3_yr,No,54,0,0,0,0,0
94895,1-3_yr,No,30,0,1,1,1,1
99114,4-6_yr,Yes,35,0,0,0,0,0
93404,6-12_mo,No,0,0,1,1,1,1
94785,1-3_yr,Yes,42,0,0,0,1,0
99860,4-6_yr,Yes,30,0,0,0,0,1
91325,1-3_yr,Yes,24,0,0,0,0,0
91816,4-6_yr,Yes,24,0,0,1,1,0
97435,Under_6_mo,No,22,0,1,0,0,0
99861,Under_6_mo,Yes,72,0,0,1,1,0
92573,1-3_yr,Yes,15,0,0,0,0,1
94968,1-3_yr,No,28,0,0,0,1,0
96356,1-3_yr,No,42,0,0,0,0,0
98677,1-3_yr,No,17,0,0,0,0,0
75234,1-3_yr,No,41,0,0,0,1,0
91419,1-3_yr,Yes,60,0,0,1,1,0
95229,Under_6_mo,Yes,0,0,0,1,1,1
95315,1-3_yr,Yes,42,0,1,1,1,1
95407,4-6_yr,Yes,15,0,0,0,0,0
98773,6-12_mo,No,26,0,1,1,1,0
98257,4-6_yr,No,27,0,0,0,1,0
97695,4-6_yr,Yes,41,0,0,1,1,0
91855,1-3_yr,No,26,0,0,0,0,0
95480,1-3_yr,No,22,0,0,0,0,0
93061,4-6_yr,No,30,0,0,0,0,0
98386,4-6_yr,Yes,24,0,0,0,1,0
61705,4-6_yr,Yes,26,1,0,0,0,1
98808,4-6_yr,No,42,0,0,0,0,1
92357,Under_6_mo,No,65,0,0,1,0,0
75178,6-12_mo,Yes,43,0,1,0,0,0
92899,6-12_mo,Yes,59,0,0,0,1,0
96339,1-3_yr,No,21,0,0,0,1,0
90379,1-3_yr,Yes,0,0,0,1,1,1
75215,4-6_yr,Yes,26,0,0,0,0,1
92900,1-3_yr,Yes,42,0,0,0,0,0
99635,4-6_yr,Yes,22,0,0,0,0,0
92040,1-3_yr,Yes,16,0,0,1,1,0
96826,6-12_mo,Yes,15,0,0,0,0,0
91807,Under_6_mo,Yes,33,0,1,1,0,1
90684,Over_7_yr,No,49,0,0,0,0,0
97315,1-3_yr,No,24,0,0,0,0,0
20109,4-6_yr,Yes,32,0,0,0,1,0
17469,Under_6_mo,No,46,0,0,0,1,0
90382,Under_6_mo,Yes,65,0,0,0,1,0
93738,4-6_yr,No,29,0,0,1,0,0
96270,6-12_mo,No,33,0,0,1,1,0
456,1-3_yr,No,60,0,0,0,1,1
98863,4-6_yr,Yes,47,0,0,1,1,0
95485,4-6_yr,Yes,39,0,0,0,0,0
92247,1-3_yr,No,26,0,0,0,0,0
94009,1-3_yr,Yes,51,0,0,0,0,0
94733,6-12_mo,Yes,26,0,0,1,1,0
97779,6-12_mo,Yes,28,0,0,0,1,0
94689,1-3_yr,Yes,48,0,0,0,0,0
93137,4-6_yr,Yes,23,0,0,0,0,1
93412,4-6_yr,Yes,31,0,0,0,0,0
92905,1-3_yr,Yes,44,0,0,0,0,0
98262,4-6_yr,Yes,27,0,0,1,1,0
98273,4-6_yr,Yes,35,0,0,0,1,0
99245,4-6_yr,Yes,50,1,0,0,0,0
92567,Under_6_mo,Yes,21,0,0,1,1,0
86253,Over_7_yr,Yes,20,0,0,0,0,0
94909,6-12_mo,Yes,74,0,0,0,0,0
98276,1-3_yr,Yes,51,0,1,0,0,0
67942,4-6_yr,Yes,34,0,0,1,0,1
77406,4-6_yr,Yes,45,0,0,0,0,0
93463,Over_7_yr,Yes,29,1,0,0,1,0
93464,1-3_yr,Yes,27,0,0,0,0,0
96234,4-6_yr,Yes,29,0,0,1,1,0
94911,6-12_mo,No,0,0,1,1,1,1
94979,1-3_yr,Yes,61,0,0,1,1,0
92462,4-6_yr,Yes,26,0,1,0,0,1
92902,4-6_yr,No,21,0,0,1,1,0
93046,4-6_yr,Yes,39,0,0,0,1,0
99529,4-6_yr,No,30,0,0,0,1,0
97228,6-12_mo,No,36,0,0,0,0,0
46458,Over_7_yr,Yes,32,0,0,0,0,0
95636,1-3_yr,Yes,31,0,1,0,0,0
93062,Under_6_mo,No,14,0,0,0,0,0
93542,4-6_yr,Yes,51,0,1,0,0,0
97879,1-3_yr,No,34,0,0,0,1,0
97995,Over_7_yr,Yes,41,0,0,0,0,0
99269,6-12_mo,Yes,0,0,1,1,0,1
94191,1-3_yr,No,22,0,0,0,0,0
96024,4-6_yr,Yes,44,0,0,0,0,1
95979,Over_7_yr,Yes,30,0,0,0,0,0
99280,6-12_mo,No,71,0,1,1,0,1
90613,6-12_mo,Yes,29,0,0,0,0,0
96839,4-6_yr,Yes,22,0,0,1,1,1
92197,1-3_yr,Yes,48,0,0,0,1,0
94922,1-3_yr,Yes,37,0,0,0,0,0
92486,1-3_yr,Dont_know,33,0,0,0,1,0
95232,1-3_yr,Yes,29,0,0,0,0,0
91696,1-3_yr,Yes,63,0,0,1,0,0
96745,1-3_yr,Yes,38,0,0,0,0,1
99283,Under_6_mo,Yes,52,0,0,0,0,0
99285,Under_6_mo,Yes,0,0,1,0,1,1
95421,1-3_yr,No,28,0,0,1,0,1
99286,Under_6_mo,Yes,37,0,0,0,0,0
99090,1-3_yr,Yes,37,0,0,0,1,0
91353,6-12_mo,Yes,53,0,1,0,0,0
92985,1-3_yr,No,23,0,0,1,1,0
92986,6-12_mo,No,33,0,0,0,0,0
91065,4-6_yr,Yes,20,0,0,0,0,1
92393,1-3_yr,No,14,0,0,1,1,0
97623,6-12_mo,No,15,0,0,1,0,0
99827,6-12_mo,Yes,51,0,1,1,1,0
92951,Under_6_mo,Yes,42,0,0,0,0,0
90525,1-3_yr,No,25,0,1,0,1,0
97821,Under_6_mo,No,6,0,0,0,0,0
99868,Under_6_mo,No,36,0,1,1,1,0
92249,4-6_yr,Yes,23,0,0,1,1,0
92140,6-12_mo,Yes,19,0,0,0,0,1
91072,Over_7_yr,Yes,27,0,0,0,0,0
98595,1-3_yr,Yes,37,0,1,1,1,0
97665,6-12_mo,No,30,0,0,0,0,0
90795,1-3_yr,Yes,43,0,0,1,1,0
92079,6-12_mo,Yes,34,0,0,0,0,0
92654,1-3_yr,No,23,0,0,0,1,0
95425,4-6_yr,Yes,36,0,0,1,0,0
93288,Under_6_mo,Yes,74,0,1,0,0,0
93649,1-3_yr,Yes,46,0,0,1,0,0
99741,1-3_yr,Yes,16,0,0,1,1,0
94026,1-3_yr,Yes,33,0,0,0,0,0
94989,Under_6_mo,Yes,55,0,0,0,0,0
97696,1-3_yr,Yes,56,0,0,1,1,0
91147,Under_6_mo,Yes,53,0,0,0,0,0
93979,1-3_yr,Yes,29,1,0,0,0,0
